ID,IDGroup,title,masInfo,codigo,material,sitio,comuna,provincia,imagenes,video,video3d
5060,506000,Punta de proyectil,,5060,Sílice,Quebrada El Durazno,"La Higuera, Provincia de Elqui",,IMG_6183.JPG: IMG_6184.JPG,,
5064,506400,Escudilla,,5064,Arcilla,Quebrada El Durazno,"Vallenar, Provincia de Huasco",,"IMG_5875.JPG, IMG_5876.JPG, IMG_5877.JPG",,
5116,511600,Plato,,5116,Arcilla,Fundo Máximo Zárate,"Paihuano, Provincia de Elqui",,"IMG_6327.JPG, IMG_6328.JPG, IMG_6329.JPG, IMG_6330.JPG",,
5117,511700,Plato,,5117,Arcilla,Fundo Máximo Zárate,"Paihuano, Provincia de Elqui",,"IMG_6370.JPG, IMG_6371.JPG, IMG_6372.JPG, IMG_6373.JPG",,
5121,512100,Vasija,,5121,Arcilla,Alcohuaz,"Paihuano, Provincia de Elqui",,"IMG_6191.JPG, IMG_6192.JPG, IMG_6193.JPG, IMG_6194.JPG",,
5281,528100,Lámina de cobre ornitomorfa,,5281,Cobre,Quebrada de Pinte,"Freirina, Provincia de Huasco",,COMODIN.jpg,,
5282,528200,Vaso,,5282,Arcilla,Quebrada de Pinte,"Freirina, Provincia de Huasco",,"IMG_6019.JPG, IMG_6020.JPG, IMG_6021.JPG, IMG_6022.JPG",,
5343,534300,Cincel,,5343,Cobre,Carrizalillo,"Freirina, Provincia de Huasco",,"IMG_6672.JPG, IMG_6673.JPG",,
5344,534400,Cincel,,5344,Cobre,Carrizalillo,"Freirina, Provincia de Huasco",,"IMG_6674.JPG, IMG_6675.JPG",,
5393,539300,Pipa,,5393,Piedra,Quebrada de Pinte,"Freirina, Provincia de Huasco",,"IMG_5905.JPG, IMG_5906.JPG, IMG_5908.JPG, IMG_5909.JPG",,037_L_MK1.mp4
5394,539400,Pipa,,5394,Piedra,Quebrada de Pinte,"Freirina, Provincia de Huasco",,"IMG_6499.JPG, IMG_6500.JPG",,
5395,539500,Pipa,,5395,Piedra,Quebrada de Pinte,"Freirina, Provincia de Huasco",,"IMG_5897.JPG, IMG_5898.JPG",,036_L_MK1.mp4
5396,539600,Tembetá,,5396,Combarbalita,Quebrada de Pinte,"Vallenar, Provincia de Huasco",,"IMG_6438.JPG, IMG_6439.JPG, IMG_6440.JPG",,
5407,540700,Collar,,5407,Concha,Quebrada Pinte,"Alto del Carmen, Provincia de Huasco",,COMODIN.jpg,,
5408,540800,Collar,,5408,Concha,Quebrada Pinte,"Alto del Carmen, Provincia de Huasco",,"IMG_7002.JPG, IMG_7003.JPG, IMG_7004.JPG",,
5413,541300,Aguja,,5413,Hueso,Quebrada Pinte,"Alto del Carmen, Provincia de Huasco",,"IMG_6316.JPG, IMG_6317.JPG, IMG_6318.JPG",,
5416,541600,Disco,,5416,Cobre,Quebrada de Pinte,"Freirina, Provincia de Huasco",,"IMG_6634.JPG, IMG_6635.JPG",,
5419,541900,Tembetá,,5419,Combarbalita,Arboleda Grande,"Salamanca, Provincia de Choapa",,"IMG_6106.JPG, IMG_6107.JPG",,
5658,565800,Cuenco,,5658,Arcilla,Caleta Arrayán,"La Serena, Provincia de Elqui",,"IMG_6705.JPG, IMG_6706.JPG, IMG_6707.JPG",,
5675,567500,Vasija,,5675,Arcilla,Quebrada Los Romeritos,"La Higuera, Provincia de Elqui",,"IMG_6078.JPG, IMG_6079.JPG, IMG_6080.JPG, IMG_6081.JPG",,
5676,567600,Jarro,,5676,Arcilla,Quebrada Los Romeritos,"La Higuera, Provincia de Elqui",,"IMG_5948.JPG, IMG_5949.JPG, IMG_5950.JPG, IMG_5951.JPG",,
5743,574300,Collar,,5743,Concha,Caleta Arrayán,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
5744,574400,Vaso,,5744,Arcilla,Caleta Arrayán,"La Serena, Provincia de Elqui",,"IMG_6048.JPG, IMG_6049.JPG, IMG_6050.JPG, IMG_6051.JPG",,
5791,579100,Escudilla,,579,Arcilla,Titon,"Monte Patria, Provincia de Limarí",,"IMG_6761.JPG, IMG_6763.JPG, IMG_6764.JPG, IMG_6765.JPG",,
5961,596100,Puco,,596,Arcilla,Hacienda El Bosque,"Río Hurtado, Provincia de Limarí",,"IMG_6557.JPG, IMG_6558.JPG, IMG_6559.JPG, IMG_6560.JPG",,
5987,598700,Colgante,,5987,Combarbalita,Pama,"Combarbalá, Provincia de Limarí",,COMODIN.jpg,,
6026,602600,Tembetá,,6026,Combarbalita,Marquesano,"La Higuera, Provincia de Elqui",,"IMG_6429.JPG, IMG_6430.JPG",,
6471,647100,Puco,,6471,Arcilla,La Puerta,"Copiapó, Provincia de Copiapó",,"IMG_6537.JPG, IMG_6538.JPG, IMG_6539.JPG, IMG_6540.JPG",,
6540,654000,Tembetá,,6540,Combarbalita,Los Choros,"La Higuera, Provincia de Elqui",,"IMG_6435.JPG, IMG_6436.JPG",,
6769,676900,Vaso,,6769,Arcilla,Alcohuaz,"Paihuano, Provincia de Elqui",,"IMG_5926.JPG, IMG_5927.JPG, IMG_5928.JPG, IMG_5929.JPG",,
6839,683900,,,6839,,,,,"IMG_6979.JPG, IMG_6980.JPG",,
6850,685000,Vasija,,6850,Arcilla,Hacienda El Bosque,"Hurtado, Provincia de Limarí",,"IMG_5538.JPG, IMG_5539.JPG, IMG_5540.JPG",,
6910,691000,Tembetá,,6910,Combarbalita,Pama,"Combarbalá, Provincia de Limarí",,"IMG_6982.JPG, IMG_6983.JPG, IMG_6984.JPG, IMG_6985.JPG",,
6912,691200,Tembetá,,6912,Combarbalita,El Pingo,"Vicuña, Provincia de Elqui",,"IMG_6976.JPG, IMG_6977.JPG, IMG_6978.JPG",,
7258,725800,Tembetá,,7258,Combarbalita,Pama,"Combarbalá, Provincia de Limarí",,"IMG_6469.JPG, IMG_6470.JPG, IMG_6471.JPG",,
7384,738400,Puco ,,73-84,Arcilla ,Coquimbo centro ,"Coquimbo, Provincia de Elqui",,"IMG_6690.JPG, IMG_6691.JPG, IMG_6692.JPG, IMG_6693.JPG",,
7413,741300,Vasija,,7413,Arcilla,El Maitén,"La Higuera, Provincia de Elqui",,"IMG_5607.JPG, IMG_5608.JPG, IMG_5609.JPG, IMG_5610.JPG",,
7415,741500,Tembetá,,7415,Piedra,El Maitén. Oeste de Gualcuna,"La Higuera, Provincia de Elqui",,"IMG_6121.JPG, IMG_6122.JPG, IMG_6123.JPG",,
7417,741700,Tembetá,,7417,Combarbalita,Hualcuna,"La Higuera, Provincia de Elqui",,"IMG_6902.JPG, IMG_6903.JPG, IMG_6904.JPG",,
7418,741800,Tembetá,,7418,Combarbalita,Hualcuna,"La Higuera, Provincia de Elqui",,"IMG_6453.JPG, IMG_6454.JPG, IMG_6455.JPG",,
7419,741900,Instrumento,,7419,Hueso,El Maiten Gualcuna,"La Higuera, Provincia de Elqui",,"IMG_6313.JPG, IMG_6314.JPG, IMG_6315.JPG",,
7483,748300,Tembetá,,7483,Combarbalita,Hacienda La Cortadera,"Río Hurtado, Provincia de Limarí",,"IMG_6987.JPG, IMG_6988.JPG",,
7916,791600,Vasija,,7916,Arcilla,Hacienda El Bosque,"Río Hurtado, Provincia de Limarí",,"IMG_6375.JPG, IMG_6376.JPG, IMG_6377.JPG, IMG_6378.JPG",,
7918,791800,Olla,,7918,Arcilla,Hacienda El Bosque,"Río Hurtado, Provincia de Limarí",,"IMG_5971.JPG, IMG_5972.JPG, IMG_5973.JPG, IMG_5974.JPG",,
7919,791900,Cántaro,,7919,Arcilla,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_5959.JPG, IMG_5960.JPG, IMG_5961.JPG, IMG_5962.JPG",,
7924,792400,Tazón,,7924,Arcilla,Quebrada Las Ánimas,"La Serena, Provincia de Elqui",,"IMG_6549.JPG, IMG_6550.JPG, IMG_6551.JPG, IMG_6552.JPG",,
8010,801000,,,8010,,,,,COMODIN.jpg,,
8085,808500,Pesa de red,,8085,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8086,808600,Pesa de red,,8086,Granito,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8087,808700,Pesa de red,,8087,Granito,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,056_L_MK1.mp4
8088,808800,Pesa de red,,8088,Basalto,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8091,809100,Pesa de red,,8091,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6527.JPG, IMG_6528.JPG",,
8092,809200,Tortera,,8092,Arcilla,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8094,809400,Colgante,,8094,Combarbalita,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8098,809800,Barba de arpón,,8098,Hueso,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8099,809900,Barba de arpón,,8099,Hueso,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8100,810000,Barba de arpón,,8100,Hueso,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8101,810100,Barba de arpón,,8101,Hueso,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8132,813200,Ceramio,,8132,,,,,COMODIN.jpg,,
8136,813600,Tembetá,,8136,Combarbalita,"Los Clonquis, Río Rapel","Monte Patria, Provincia de Limarí",,"IMG_6937.JPG, IMG_6938.JPG",,
8151,815100,Puco,,81-5,Arcilla,Quebrada Las Ánimas,"La Serena, Provincia de Elqui",,"IMG_6589.JPG, IMG_6590.JPG, IMG_6591.JPG, IMG_6594.JPG",,
8207,820700,Tembetá,,8207,Combarbalita,La Totora,"La Serena, Provincia de Elqui",,"IMG_6432.JPG, IMG_6433.JPG",,
8208,820800,Instrumento lítico,,8208,Andesita,La Totorita-El Toldo,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8209,820900,Mortero,,8209,Andesita,La Totorita-El Toldo,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
8212,821200,Puco,,8212,Arcilla,Quebrada Las Ánimas,"La Serena, Provincia de Elqui",,"IMG_6709.JPG, IMG_6710.JPG, IMG_6711.JPG",,
8361,836100,Colgante,,83-6,Cobre,Quebrada de Ipipe,"Freirina, Provincia de Huasco",,COMODIN.jpg,,
8381,838100,Perforador,,83-8a,Basalto,Quebrada de Ipipe,"Vallenar, Provincia de Huasco",,"IMG_6155.JPG, IMG_6156.JPG, IMG_6157.JPG",,
8382,838200,Perforador,,83-8b,Basalto,Quebrada de Ipipe,"Vallenar, Provincia de Huasco",,"IMG_6158.JPG, IMG_6159.JPG",,
8383,838300,Perforador,,83-8c,Basalto,Quebrada de Ipipe,"Vallenar, Provincia de Huasco",,"IMG_6160.JPG, IMG_6161.JPG",,
8384,838400,Perforador,,83-8d,Basalto,Quebrada de Ipipe,"Vallenar, Provincia de Huasco",,"IMG_6162.JPG, IMG_6163.JPG",,
8385,838500,Perforador,,83-8e,Basalto,Quebrada de Ipipe,"Vallenar, Provincia de Huasco",,"IMG_6164.JPG, IMG_6165.JPG",,
8661,866100,Vasija,,866,Arcilla,Huanta,"Vicuña, Provincia de Elqui",,"IMG_6254.JPG, IMG_6255.JPG, IMG_6256.JPG, IMG_6260.JPG",,038_L_MK1.mp4
8729,872900,Pesa de red,,8729,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6511.JPG, IMG_6512.JPG",,
8730,873000,Pesa de red,,8730,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6516.JPG, IMG_6517.JPG",,
8731,873100,Pesa de red,,8731,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6520.JPG, IMG_6521.JPG",,
8733,873300,Pesa de red,,8733,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6525.JPG, IMG_6526.JPG",,
8745,874500,,,8745,,,,,COMODIN.jpg,,
8775,877500,Pipa,,8775,Andesita,Vega del Indio-Cordillera Ramadillas,"Combarbalá, Provincia de Limarí",,"IMG_6494.JPG, IMG_6495.JPG, IMG_6496.JPG",,
8934,893400,Pesa de red,,8934,Andesita,Punta Teatinos,"La Serena, Provincia de Elqui",,"IMG_6529.JPG, IMG_6530.JPG",,
8940,894000,Jarro,,8940,Arcilla,El Tapiado-Cogotí 18-Sitio B,"Combarbalá, Provincia de Limarí",,"IMG_6037.JPG, IMG_6038.JPG, IMG_6039.JPG, IMG_6040.JPG",,
8941,894100,Olla,,8941,Arcilla,Cogotí 18,"Combarbalá, Provincia de Limarí",,"IMG_5981.JPG, IMG_5982.JPG, IMG_5983.JPG, IMG_5984.JPG",,
8944,894400,Vasija,,8944,Arcilla,Cogotí 18-La Fundición,"Combarbalá, Provincia de Limarí",,"IMG_6387.JPG, IMG_6389.JPG, IMG_6390.JPG, IMG_6392.JPG",,
9031,903100,Vasija,,903,Arcilla,Hacienda San Carlos,"Vicuña, Provincia de Elqui",,"IMG_6597.JPG, IMG_6598.JPG, IMG_6599.JPG, IMG_6600.JPG",,
9068,906800,Punta de proyectil,,9068,Sílice,Chañares Oriente,"Vallenar, Provincia de Huasco",,"IMG_6179.JPG, IMG_6180.JPG",,
9166,916600,Cuenco,,9166,Arcilla,Punta de Piedra,"La Serena, Provincia de Elqui",,"IMG_6701.JPG, IMG_6702.JPG, IMG_6703.JPG",,048_L_MK1.mp4
9177,917700,Puco,,9177,Arcilla,Punta de Piedra,"La Serena, Provincia de Elqui",,"IMG_6727.JPG, IMG_6728.JPG, IMG_6729.JPG, IMG_6730.JPG",,
9222,922200,Puco,,9222,Arcilla,Punta de Piedra,"La Serena, Provincia de Elqui",,"IMG_6608.JPG, IMG_6609.JPG, IMG_6610.JPG, IMG_6611.JPG",,
9312,931200,Jarro,,9312,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5562.JPG, IMG_5563.JPG, IMG_5564.JPG",,
9314,931400,Vasija,,9314,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5999.JPG, IMG_6000.JPG, IMG_6001.JPG, IMG_6002.JPG",,
9315,931500,Vasija,,9315,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_6005.JPG, IMG_6006.JPG, IMG_6007.JPG, IMG_6008.JPG",,
9316,931600,Vasija,,9316,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5549.JPG, IMG_5550.JPG, IMG_5551.JPG",,
9317,931700,Vasija,,9317,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5543.JPG, IMG_5544.JPG, IMG_5545.JPG, IMG_5546.JPG",,
9318,931800,Vasija,,9318,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_6015.JPG, IMG_6016.JPG, IMG_6017.JPG, IMG_6018.JPG",,
9319,931900,Olla,,9319,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5870.JPG, IMG_5871.JPG, IMG_5872.JPG, IMG_5873.JPG",,
9321,932100,Vasija,,9321,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
9322,932200,Cántaro,,9322,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5566.JPG, IMG_5567.JPG, IMG_5568.JPG, IMG_5569.JPG",,
9323,932300,Jarro,,9323,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5994.JPG, IMG_5995.JPG, IMG_5996.JPG, IMG_5997.JPG",,
9324,932400,Jarro,,9324,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_6043.JPG, IMG_6044.JPG, IMG_6045.JPG, IMG_6046.JPG",,
9325,932500,Jarro,,9325,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5762.JPG, IMG_5763.JPG, IMG_5764.JPG, IMG_5765.JPG",,043_L_MK1.mp4
9326,932600,Vaso,,9326,Arcilla,La Turquìa D,"Río Hurtado, Provincia de Limarí",,"IMG_5778.JPG, IMG_5779.JPG, IMG_5780.JPG, IMG_5781.JPG",,
9328,932800,Vasija,,9328,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6338.JPG, IMG_6339.JPG, IMG_6340.JPG, IMG_6341.JPG",,
9329,932900,Jarro,,9329,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6186.JPG, IMG_6188.JPG, IMG_6189.JPG, IMG_6190.JPG",,
9331,933100,Jarro,,9331,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6225.JPG, IMG_6226.JPG, IMG_6227.JPG, IMG_6228.JPG",,
9332,933200,Vaso,,9332,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6293.JP, IMG_6294.JPG, IMG_6295.JPG, IMG_6297.JPG",,
9335,933500,Tembetá,,9335,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6930.JPG, IMG_6931.JPG, IMG_6932.JPG, IMG_6933.JPG",,
9336,933600,Tembetá,,9336,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6482.JPG, IMG_6483.JPG, IMG_6484.JPG, IMG_6485.JPG",,
9337,933700,Tembetá,,9337,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6427.JPG, IMG_6428.JPG",,
9338,933800,Tembetá,,9338,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6974.JPG, IMG_6975.JPG",,
9339,933900,Tembetá,,9339,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6898.JPG, IMG_6899.JPG",,
9340,934000,Tembetá,,9340,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6110.JPG, IMG_6111.JPG, IMG_6112.JPG",,
9343,934300,Adorno,,9343,Oro,Farellón,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
9344,934400,Adorno,,9344,Cobre,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6665.JPG, IMG_6666.JPG",,
9349,934900,Anillo,,9349,Cobre,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6638.JPG, IMG_6639.JPG",,
9350,935000,Pendiente,,9350,Cobre,Farellón,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
9357,935700,Pendiente,,9357,Cobre,Farellón,"Hurtado, Provincia de Limarí",,"IMG_6640.JPG, IMG_6641.JPG",,
9362,936200,Vasija,,9362,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6242.JPG, IMG_6243.JPG, IMG_6244.JPG, IMG_6246.JPG",,
9363,936300,Tembetá,,9363,Combarbalita,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6945.JPG, IMG_6946.JPG",,
9364,936400,Colgante,,9364,Cobre,La Turquía,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
9365,936500,Adorno,,9365,Oro,La Turquía,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
9369,936900,Tembetá,,9369,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6989.JPG, IMG_6990.JPG",,
9370,937000,Tembetá,,9370,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6908.JPG, IMG_6909.JPG, IMG_6910.JPG, IMG_6911.JPG",,
9372,937200,Tembetá,,9372,Combarbalita,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6443.JPG, IMG_6444.JPG",,
9376,937600,Pendiente,,9376,Cobre,Farellón,"Hurtado, Provincia de Limarí",,"IMG_6642.JPG, IMG_6643.JPG",,
9379,937900,Jarro,,9379,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_5601.JPG, IMG_5602.JPG, IMG_5604.JPG",,
9568,956800,Pipa,,9568,Basalto,Las Campanas,"Vallenar, Provincia de Huasco",,"IMG_5886.JPG, IMG_5887.JPG",,
9590,959000,Colgante,,9590,Cobre,Cachiyuyo,"Vallenar, Provincia de Huasco",,"IMG_6670.JPG, IMG_6671.JPG",,
9600,960000,Tembetá,,9600,Combarbalita,Rincón de los Flojos,"Freirina, Provincia de Huasco",,"IMG_6118.JPG, IMG_6119.JPG, IMG_6120.JPG",,
9604,960400,Collar,,9604,Concha,Rincon de los Flojos n° 4,"Freirina, Provincia de Huasco",,"IMG_7005.JPG, IMG_7006.JPG",,
9607,960700,Pipa ,,9607,Basalto ,"Los Clonquis, Rio Rapel","Monte Patria, Provincia de Limarí",,"IMG_5916.JPG, IMG_5917.JPG, IMG_5918.JPG",,
9661,966100,Punta de proyectil ,,9661,Sílice ,Los Chañares Poniente 2,"Vallenar, Provincia de Huasco",,COMODIN.jpg,,
9662,966200,Punta de proyectil,,9662,Sílice,Los Chañares Poniente 1,"Vallenar, Provincia de Huasco",,"IMG_6177.JPG, IMG_6178.JPG",,
9663,966300,Punta de proyectil,,9663,Sílice,Los Chañares Poniente 2,"Vallenar, Provincia de Huasco",,"IMG_6153.JPG, IMG_6154.JPG",,
9830,983000,Ceramio,,9830,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5785.JPG, IMG_5786.JPG, IMG_5787.JPG, IMG_5788.JPG",,
10640,1064000,Preforma de punta de proyectil,,10640,Sílice,Los Chañares Poniente 2,"Vallenar, Provincia de Huasco",,"IMG_6170.JPG, IMG_6171.JPG",,
10641,1064100,Punta de proyectil ,,10641,Basalto ,Los Chañares Poniente 2,"Vallenar, Provincia de Huasco",,"IMG_6506.JPG, IMG_6507.JPG",,
10818,1081800,Tembetá,,10818,Combarbalita,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6441.JPG, IMG_6442.JPG",,
11071,1107100,Tortera,,11071,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,COMODIN.jpg,,
11189,1118900,Vasija,,11189,Arcilla,Quebrada Las Arenillas,"Andacollo, Provincia de Elqui",,"IMG_5804.JPG, IMG_5805.JPG, IMG_5806.JPG, IMG_5807.JPG",,
11191,1119100,Vasija,,11191,Arcilla,Estación Chañar,"La Higuera, Provincia de Elqui",,"IMG_6033.JPG, IMG_6034.JPG, IMG_6035.JPG",,
11195,1119500,Pipa,,11195,Piedra,Gualcuna,"La Higuera, Provincia de Elqui",,"IMG_5891.JPG, IMG_5892.JPG",,
11198,1119800,Valva de Pecten,,11198,Concha,"Cruz Grande, Playa Chungungo Viejo","La Higuera, Provincia de Elqui",,COMODIN.jpg,,023_L_MK1.mp4
11787,1178700,Jarro,,A-17-87,Arcilla,Parcela 24 Peñuelas,"Coquimbo, Provincia de Elqui",,"IMG_6737.JPG, IMG_6738.JPG, IMG_6739.JPG, IMG_6740.JPG",,
11841,1184100,Olla,,A-1-84,Arcilla,Cuz Cuz,"Illapel, Provincia de Choapa",,"IMG_6277.JPG, IMG_6278.JPG, IMG_6279.JPG, IMG_6280.JPG",,
12153,1215300,Figurilla,,12153,Piedra,"La Escondida, Pama","Combarbalá, Provincia de Limarí",,COMODIN.jpg,,
12231,1223100,Pipa,,12231,Piedra,Quebrada San Ramon-Punta Colorada,"La Higuera, Provincia de Elqui",,"IMG_5924.JPG, IMG_5925.JPG",,
12232,1223200,Pipa,,12232,Basalto,Quebrada San Ramon-Punta Colorada,"La Higuera, Provincia de Elqui",,"IMG_5884.JPG, IMG_5885.JPG",,
12256,1225600,Tembetá,,12256,Combarbalita,Piritas A,"La Higuera, Provincia de Elqui",,"IMG_6486.JPG, IMG_6487.JPG",,
12259,1225900,Pipa,,12259,Combarbalita,Piritas A,"La Higuera, Provincia de Elqui",,"IMG_5914.JPG, IMG_5915.JPG",,
12270,1227000,Tembetá,,12270,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,"IMG_6128.JPG, IMG_6129.JPG",,
12307,1230700,Pipa,,12307,Arcilla,Peña Blanca,"Combarbalá, Provincia de Limarí",,"IMG_6489.JPG, IMG_6490.JPG",,
12335,1233500,Olla,,12335,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5553.JPG, IMG_5554.JPG, IMG_5555.JPG, IMG_5556.JPG",,
12336,1233600,Ceramio,,12336,Arcilla,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_5965.JPG, IMG_5966.JPG, IMG_5967.JPG, IMG_5968.JPG",,
12337,1233700,Vaso,,12337,Arcilla,La Turquía ,"Río Hurtado, Provincia de Limarí",,"IMG_5586.JPG, IMG_5587.JPG, IMG_5588.JPG",,
12338,1233800,Adorno,,12338,Oro,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6676.JPG, IMG_6677.JPG",,
12951,1295100,Tembetá,,12951,Combarbalita,Piritas D,"La Higuera, Provincia de Elqui",,"IMG_6917.JPG, IMG_6918.JPG, IMG_6919.JPG, IMG_6920.JPG",,
12958,1295800,Tembetá,,12958,Combarbalita,Piritas A,"La Higuera, Provincia de Elqui",,"IMG_6138.JPG, IMG_6139.JPG",,034_L_MK1.mp4
13173,1317300,Miniatura,,13173,Arcilla,La Turquía E,"Río Hurtado, Provincia de Limarí",,"IMG_6299.JPG, IMG_6300.JPG, IMG_6301.JPG, IMG_6303.JPG",,
13196,1319600,Olla,,13196,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6029.JPG, IMG_6030.JPG",,
13197,1319700,Olla,,13197,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6213.JPG, IMG_6214.JPG, IMG_6215.JPG, IMG_6216.JPG",,
13198,1319800,Jarro,,13198,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6272.JPG, IMG_6273.JPG, IMG_6274.JPG, IMG_6275.JPG",,
13202,1320200,Olla,,13202,Arcilla,Infiernillo,"Río Hurtado, Provincia de Limarí",,"IMG_6232.JPG, IMG_6233.JPG, IMG_6234.JPG, IMG_6235.JPG",,
13204,1320400,Jarro,,13204,Arcilla,Hacienda Morrillos,"Río Hurtado, Provincia de Limarí",,"IMG_5938.JPG, IMG_5940.JPG, IMG_5941.JPG",,
13871,1387100,Vaso,,13871,Arcilla,Vizcachitas,"Vallenar, Provincia de Huasco",,"IMG_6380.JPG, IMG_6381.JPG, IMG_6382.JPG, IMG_6383.JPG",,
13872,1387200,Olla,,13872,Arcilla,Quebrada Las Vizcachitas,"Vallenar, Provincia de Huasco",,"IMG_5987.JPG, IMG_5988.JPG, IMG_5989.JPG, IMG_5991.JPG",,
13873,1387300,Olla (arqueológica y etnográfica),,13873,Arcilla ,Quebrada Las Vizcachitas,"Vallenar, Provincia de Huasco",,"IMG_6010.JPG, IMG_6011.JPG, IMG_6012.JPG, IMG_6013.JPG",,
13874,1387400,Collar,,13874,Piedra,Quebrada Las Vizcachitas,"Vallenar, Provincia de Huasco",,COMODIN.jpg,,
13876,1387600,Pipa,,13876,Combarbalita,Agua Amarga (Estación FF.CC.),"Vallenar, Provincia de Huasco",,"IMG_5903.JPG, IMG_5904.JPG",,
13878,1387800,Tembetá,,13878,Combarbalita,Agua Amarga (Estación FF.CC.),"Vallenar, Provincia de Huasco",,"IMG_6132.JPG, IMG_6133.JPG, IMG_6134.JPG, IMG_6135.JPG",,
13880,1388000,Puco,,13880,Arcilla,Agua Amarga (Estación FF.CC.),"Vallenar, Provincia de Huasco",,"IMG_6067.JPG, IMG_6068.JPG, IMG_6069.JPG, IMG_6070.JPG",,
13882,1388200,Miniatura,,13882,Arcilla,Agua Amarga (Estación FF.CC.),"Vallenar, Provincia de Huasco",,"IMG_6282.JPG, IMG_6283.JPG, IMG_6284.JPG, IMG_6285.JPG",,
