ID,IDGroup,title,masInfo,codigo,material,sitio,comuna,provincia,imagenes,video,video3d
13919,1391900,Cuenta,,13919,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,"IMG_6883.JPG, IMG_6884.JPG",,
13993,1399300,Tortera,,13993,Hueso,Compañía de Teléfonos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
13997,1399700,Cabezal de arpón,,13997,Hueso,Compañía de Teléfonos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
13999,1399900,Cabezal de arpón,,13999,Hueso,Compañía de Teléfonos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
14252,1425200,Diente de tiburón,,14252,Hueso,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6815.JPG, IMG_6816.JPG",,
14258,1425800,Puco,,14258,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6577.JPG, IMG_6578.JPG, IMG_6579.JPG, IMG_6580.JPG",,050_L_MK1.mp4
14260,1426000,Jarro (arqueológico y etnográfico) ,,14260,Arcilla ,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6532.JPG, IMG_6533.JPG, IMG_6534.JPG, IMG_6535.JPG",,
14262,1426200,Jarro,,14262,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6583.JPG, IMG_6584.JPG, IMG_6585.JPG, IMG_6586.JPG",,
14263,1426300,Puco,,14263,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6563.JPG, IMG_6564.JPG, IMG_6565.JPG",,
14267,1426700,Instrumento,,14267,Hueso,Plaza de Armas Coquimbo (Plaza Gabriela Mistral),"Coquimbo, Provincia de Elqui",,"IMG_6394.JPG, IMG_6395.JPG, IMG_6396.JPG",,054_L_MK1.mp4
14268,1426800,Placa/brazal,,14268,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14269,1426900,Placa/brazal,,14269,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14270,1427000,Figurilla ornitomorfa,,14270,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6809.JPG, IMG_6810.JPG",,
14270,1427000,Figurilla ornitomorfa,,14270,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6809.JPG, IMG_6810.JPG",,
14273,1427300,Collar,,14273,Cobre,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6841.JPG, IMG_6843.JPG",,
14274,1427400,Anzuelo,,14274,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14275,1427500,Pinza,,14275,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14278,1427800,Objeto/ fragmento aro,,14278,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14280,1428000,Adorno,,14280,Plata,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,053_L_MK1.mp4
14284,1428400,Pinza,,14284,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14285,1428500,Aro,,14285,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6820.JPG, IMG_6821.JPG",,
14288,1428800,Collar,,14288,Piedra,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6845.JPG, IMG_6846.JPG",,
14292,1429200,Collar,,14292,Concha,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6891.JPG, IMG_6893.JPG",,
14297,1429700,Cincel,,14297,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,058_L_MK1.mp4
14302,1430200,Anzuelo,,14302,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14305,1430500,Objeto,,14305,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14307,1430700,Instrumento,,14307,Hueso,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6411.JPG, IMG_6412.JPG",,
14317,1431700,Barba de arpón,,14317,Hueso,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14329,1432900,Tortera,,14329,Madera,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14333,1433300,Colgante,,14333,Piedra,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6835.JPG, IMG_6836.JPG",,
14338,1433800,Anzuelo,,14338,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14343,1434300,Concha,,14343,Concha,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6414.JPG, IMG_6415.JPG",,
14369,1436900,Jarro,,14369,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6570.JPG, IMG_6571.JPG, IMG_6572.JPG, IMG_6573.JPG",,
14371,1437100,Instrumento,,14371,Hueso,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6400.JPG, IMG_6401.JPG",,
14373,1437300,Anzuelo,,14373,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,057_L_MK1.mp4
14375,1437500,Tubo,,14375,Hueso,Plaza de Armas Coquimbo (Plaza Gabriela Mistral),"Coquimbo, Provincia de Elqui",,"IMG_6405.JPG, IMG_6406.JPG, IMG_6407.JPG",,
14376,1437600,Placa/brazal,,14376,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
14389,1438900,Jarro,,14389,Arcilla,Cerro Amarillo,"Salamanca, Provincia de Choapa",,"IMG_6992.JPG, IMG_6993.JPG, IMG_6994.JPG, IMG_6997.JPG",,
14398,1439800,Micromortero ,,14398,Andesita ,El Chacay,"Salamanca, Provincia de Choapa",,"IMG_6503.JPG, IMG_6505.JPG",,
14400,1440000,Vasija,,14400,Arcilla,El Chacay,"Salamanca, Provincia de Choapa",,"IMG_6218.JPG, IMG_6219.JPG, IMG_6220.JPG, IMG_6221.JPG",,
14405,1440500,Figurilla,,14405,Arcilla,"Cerro Amarillo, El Chacay","Salamanca, Provincia de Choapa",,COMODIN.jpg,,
14411,1441100,Adorno,,14411,Cobre,Pama,"Combarbalá, Provincia de Limarí",,"IMG_6817.JPG, IMG_6818.JPG, IMG_6819.JPG",,
14412,1441200,Colgante,,14412,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,"IMG_6822.JPG, IMG_6823.JPG",,
14413,1441300,Cuenta,,14413,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,"IMG_6860.JPG, IMG_6861.JPG, IMG_6862.JPG",,
14415,1441500,Figurilla,,14415,Combarbalita,La Escondida- Pama,"Combarbalá, Provincia de Limarí",,"IMG_6824.JPG, IMG_6825.JPG",,
14417,1441700,Colgante ,,14417,Combarbalita ,Pama,"Combarbalá, Provincia de Limarí",,COMODIN.jpg,,
14425,1442500,Instrumento,,14425,Hueso,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6409.JPG, IMG_6410.JPG",,
14426,1442600,Instrumento,,14426,Hueso,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6397.JPG, IMG_6398.JPG, IMG_6399.JPG",,
14439,1443900,Aro,,14439,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6804.JPG, IMG_6806.JPG",,
14666,1466600,Olla,,14666,Arcilla,San Pedro Viejo de Pichasca,"Río Hurtado, Provincia de Limarí",,"IMG_5976.JPG, IMG_5977.JPG, IMG_5978.JPG, IMG_5979.JPG",,
14667,1466700,Tembetá,,14667,Piedra,Fundo Piedra Azul,"Paihuano, Provincia de Elqui",,"IMG_6446.JPG, IMG_6447.JPG, IMG_6448.JPG",,
14668,1466800,Tembetá,,14668,Combarbalita,La Viñita-Río Ponio,"Monte Patria, Provincia de Limarí",,"IMG_6148.JPG, IMG_6149.JPG, IMG_6150.JPG, IMG_6152.JPG",,032_L_MK1.mp4
14669,1466900,Pipa,,14669,Combarbalita,Comité de Allegados,"Vicuña, Provincia de Elqui",,"IMG_5894.JPG, IMG_5895.JPG",,
14786,1478600,Vaso,,14786,Arcilla,Sitio desconocido,Desconocida,,"IMG_5571.JPG, IMG_5572.JPG, IMG_5573.JPG, IMG_5574.JPG",,
14790,1479000,Tembetá,,14790,Piedra,"Quebrada Ancha, Alto del Carmen","Alto del Carmen, Provincia de Huasco",,"IMG_6463.JPG, IMG_6464.JPG, IMG_6465.JPG",,
14791,1479100,Tembetá,,14791,Combarbalita,"Fundo La Viga, Pisco Elqui","Paihuano, Provincia de Elqui",,"IMG_6456.JPG, IMG_6457.JPG, IMG_6458.JPG",,
14792,1479200,Tembetá,,14792,Combarbalita,Fundo Tulahuén Oriente,"Monte Patria, Provincia de Limarí",,"IMG_6450.JPG, IMG_6451.JPG, IMG_6452.JPG",,
14795,1479500,Tembetá,,14795,Combarbalita,Sitio desconocido,Desconocida,,"IMG_6085.JPG, IMG_6086.JPG, IMG_6087.JPG",,031_L_MK1.mp4
14797,1479700,Puco,,14797,Arcilla,La Puerta,"Copiapó, Provincia de Copiapó",,"IMG_6770.JPG, IMG_6771.JPG, IMG_6772.JPG, IMG_6773.JPG",,
14862,1486200,,,14862,,,,,COMODIN.jpg,,
14865,1486500,,,14865,,,,,COMODIN.jpg,,
16205,1620500,Vasija,,16205,Arcilla,El Mauro,"Salamanca, Provincia de Choapa",,"IMG_5851.JPG, IMG_5852.JPG, IMG_5853.JPG, IMG_5854.JPG",,
18471,1847100,Cuenco,,1847,Arcilla,Sitio desconocido,Desconocida,,"IMG_6603.JPG, IMG_6604.JPG, IMG_6605.JPG, IMG_6606.JPG",,
19851,1985100,Puco,,1985,Arcilla,El Olivar (Compañía Baja),"La Serena, Provincia de Elqui",,"IMG_6757.JPG, IMG_6758.JPG, IMG_6759.JPG, IMG_6760.JPG",,
23311,2331100,Cántaro,,2331,Arcilla,Dunas de Guayacán,"Coquimbo, Provincia de Elqui",,"IMG_6352.JPG, IMG_6353.JPG, IMG_6354.JPG, IMG_6355.JPG",,
41721,4172100,Adorno,,4172,Oro,Hurtado,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
42541,4254100,Disco,,4254,Cobre,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6663.JPG, IMG_6664.JPG",,
42551,4255100,Pinza,,4255,Cobre,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6644.JPG, IMG_6645.JPG, IMG_6646.JPG, IMG_6649.JPG",,
42561,4256100,Vasija,,4256,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6205.JPG, IMG_6207.JPG, IMG_6208.JPG, IMG_6209.JPG",,
42691,4269100,Vasija,,4269,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6345.JPG, IMG_6346.JPG, IMG_6347.JPG, IMG_6348.JPG",,
42711,4271100,Ceramio,,4271,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6197.JPG, IMG_6199.JPG, IMG_6200.JPG, IMG_6201.JPG",,
42731,4273100,Vasija,,4273,Arcilla,La Turquìa D,"Río Hurtado, Provincia de Limarí",,"IMG_5768.JPG, IMG_5769.JPG, IMG_5770.JPG, IMG_5771.JPG",,
42741,4274100,Vasija,,4274,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5612.JPG, IMG_5613.JPG, IMG_5614.JPG, IMG_5615.JPG",,
42751,4275100,Jarro,,4275,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6359.JPG, IMG_6360.JPG, IMG_6361.JPG, IMG_6364.JPG",,
42821,4282100,Vaso,,4282,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5581.JPG, IMG_5582.JPG, IMG_5583.JPG",,
42831,4283100,Jarro,,4283,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5623.JPG, IMG_5624.JPG, IMG_5625.JPG",,
42881,4288100,Vaso,,4288,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_5632.JPG, IMG_5633.JPG, IMG_5634.JPG",,
42952,4295200,Figurilla ,,4295B,Arcilla ,"Potrero El Llano, Hacienda El Bosque","Río Hurtado, Provincia de Limarí",,"IMG_6839.JPG, IMG_6840.JPG",,
45761,4576100,Adorno,,4576,Oro,Hurtado,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
45781,4578100,Vasija,,4578,Arcilla,La Turquía B,"Río Hurtado, Provincia de Limarí",,"IMG_6237.JPG, IMG_6238.JPG, IMG_6239.JPG, IMG_6240.JPG",,
50641,5064100,Escudilla,,5064,Arcilla,Quebrada El Durazno,"Vallenar, Provincia de Huasco",,"IMG_5875.JPG, IMG_5876.JPG, IMG_5877.JPG",,
52811,5281100,Lámina de cobre ornitomorfa,,5281,Cobre,Quebrada de Pinte,"Freirina, Provincia de Huasco",,COMODIN.jpg,,
57441,5744100,Vaso,,5744,Arcilla,Caleta Arrayán,"La Serena, Provincia de Elqui",,"IMG_6048.JPG, IMG_6049.JPG, IMG_6050.JPG, IMG_6051.JPG",,
59871,5987100,Colgante,,5987,Combarbalita,Pama,"Combarbalá, Provincia de Limarí",,COMODIN.jpg,,
68501,6850100,Vasija,,6850,Arcilla,Hacienda El Bosque,"Hurtado, Provincia de Limarí",,"IMG_5538.JPG, IMG_5539.JPG, IMG_5540.JPG",,
73127,7312700,Vasija,,73-127,Arcilla,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_5865.JPG, IMG_5866.JPG, IMG_5867.JPG, IMG_5868.JPG",,
73128,7312800,Vasija,,73-128,Arcilla,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_5944.JPG, IMG_5945.JPG, IMG_5946.JPG, IMG_5947.JPG",,
73133,7313300,Piedra horadada,,73-133,Piedra,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6508.JPG, IMG_6509.JPG, IMG_6510.JPG",,
73136,7313600,Tembetá,,73-136,Combarbalita,Fundo Piedra Azul,"Paihuano, Provincia de Elqui",,"IMG_6420.JPG, IMG_6421.JPG",,
73142,7314200,Perforador,,73-142,Piedra,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6168.JPG, IMG_6169.JPG",,
73146,7314600,Instrumento,,73-146,Hueso,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6319.JPG, IMG_6320.JPG, IMG_6322.JPG",,
73147,7314700,Instrumento,,73-147,Hueso,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6323.JPG, IMG_6324.JPG, IMG_6325.JPG, IMG_6326.JPG",,
73148,7314800,Mano de moler,,73-148,Andesita,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73149,7314900,Colgante,,73-149,Turquesa,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73150,7315000,Colgante,,73-150,Cobre,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73151,7315100,Aro,,73-151,Cobre,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73152,7315200,Lámina de cobre,,73-152,Cobre,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73153,7315300,Colgante,,73-153,Concha,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73154,7315400,Colgante,,73-154,Concha,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
73156,7315600,Colgante,,73-156,Concha,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,COMODIN.jpg,,
731641,73164100,Perforador,,73-164,Piedra,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6175.JPG, IMG_6176.JPG",,
731642,73164200,,,73-164,,Quebrada Las Vizcachas,"La Higuera, Provincia de Elqui",,"IMG_6181.JPG, IMG_6182.JPG",,
73173,7317300,Tembetá,,73-173,Piedra,Quebrada El Chañar,"La Higuera, Provincia de Elqui",,"IMG_6894.JPG, IMG_6895.JPG",,
73174,7317400,Tembetá,,73-174,Piedra,Quebrada El Chañar,"La Higuera, Provincia de Elqui",,"IMG_6900.JPG, IMG_6901.JPG",,
74131,7413100,Tortera,,74-13,Hueso,Planta Telefónica (Compañía de Telefonos),"La Serena, Provincia de Elqui",,COMODIN.jpg,,
76691,7669100,Tembetá,,76-691,Combarbalita,"Potrero La Chata, El Sauce","Combarbalá, Provincia de Limarí",,"IMG_6476.JPG, IMG_6477.JPG, IMG_6478.JPG",,
80941,8094100,Colgante,,8094,Combarbalita,Punta Teatinos,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
82081,8208100,Instrumento lítico,,8208,Andesita,La Totorita-El Toldo,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
82091,8209100,Mortero,,8209,Andesita,La Totorita-El Toldo,"La Serena, Provincia de Elqui",,COMODIN.jpg,,
93191,9319100,Olla,,9319,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5870.JPG, IMG_5871.JPG, IMG_5872.JPG, IMG_5873.JPG",,
93211,9321100,Vasija,,9321,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
93241,9324100,Jarro,,9324,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_6043.JPG, IMG_6044.JPG, IMG_6045.JPG, IMG_6046.JPG",,
93251,9325100,Jarro,,9325,Arcilla,La Turquía D,"Río Hurtado, Provincia de Limarí",,"IMG_5762.JPG, IMG_5763.JPG, IMG_5764.JPG, IMG_5765.JPG",,
93321,9332100,Vaso,,9332,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6293.JP, IMG_6294.JPG, IMG_6295.JPG, IMG_6297.JPG",,
93431,9343100,Adorno,,9343,Oro,Farellón,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
93491,9349100,Anillo,,9349,Cobre,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6638.JPG, IMG_6639.JPG",,
93511,9351100,Cuenco,,9351A,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6264.JPG, IMG_6265.JPG, IMG_6266.JPG, IMG_6267.JPG",,
93571,9357100,Pendiente,,9357,Cobre,Farellón,"Hurtado, Provincia de Limarí",,"IMG_6640.JPG, IMG_6641.JPG",,
93621,9362100,Vasija,,9362,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6242.JPG, IMG_6243.JPG, IMG_6244.JPG, IMG_6246.JPG",,
93641,9364100,Colgante,,,Cobre,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6737.JPG, IMG_6738.JPG, IMG_6739.JPG, IMG_6740.JPG",,
93651,9365100,Adorno,,9365,Oro,La Turquía,"Río Hurtado, Provincia de Limarí",,COMODIN.jpg,,
93761,9376100,Pendiente,,9376,Cobre,Farellón,"Hurtado, Provincia de Limarí",,"IMG_6642.JPG, IMG_6643.JPG",,
95901,9590100,Colgante,,9590,Cobre,Cachiyuyo,"Vallenar, Provincia de Huasco",,"IMG_6670.JPG, IMG_6671.JPG",,
123381,12338100,Adorno,,12338,Oro,La Turquía,"Río Hurtado, Provincia de Limarí",,"IMG_6676.JPG, IMG_6677.JPG",,
131731,13173100,Miniatura,,13173,Arcilla,La Turquía E,"Río Hurtado, Provincia de Limarí",,"IMG_6299.JPG, IMG_6300.JPG, IMG_6301.JPG, IMG_6303.JPG",,
131981,13198100,Jarro,,13198,Arcilla,Farellón,"Río Hurtado, Provincia de Limarí",,"IMG_6272.JPG, IMG_6273.JPG, IMG_6274.JPG, IMG_6275.JPG",,
132021,13202100,Olla,,13202,Arcilla,Infiernillo,"Río Hurtado, Provincia de Limarí",,"IMG_6232.JPG, IMG_6233.JPG, IMG_6234.JPG, IMG_6235.JPG",,
138741,13874100,Collar,,13874,Piedra,Quebrada Las Vizcachitas,"Vallenar, Provincia de Huasco",,COMODIN.jpg,,
138821,13882100,Miniatura,,13882,Arcilla,Agua Amarga (Estación FF.CC.),"Vallenar, Provincia de Huasco",,"IMG_6282.JPG, IMG_6283.JPG, IMG_6284.JPG, IMG_6285.JPG",,
142581,14258100,Puco,,14258,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6577.JPG, IMG_6578.JPG, IMG_6579.JPG, IMG_6580.JPG",,
142621,14262100,Jarro,,14262,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6583.JPG, IMG_6584.JPG, IMG_6585.JPG, IMG_6586.JPG",,
142631,14263100,Puco,,14263,Arcilla,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6563.JPG, IMG_6564.JPG, IMG_6565.JPG",,
142691,14269100,Placa/brazal,,14269,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142801,14280100,Adorno,,14280,Plata,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142861,14286100,Barba de arpón,,14286,Hueso,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142862,14286200,Barba de arpón,,14286,Hueso,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142891,14289100,Anzuelo,,14289,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142892,14289200,Anzuelo,,14289a,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142893,14289300,Anzuelo,,14289b,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
142971,14297100,Cincel,,14297,Cobre,Plaza de Coquimbo,"Coquimbo, Provincia de Elqui",,COMODIN.jpg,,
143151,14315100,Colgante,,14315-1,Basalto,Plaza de Armas Coquimbo,"Coquimbo, Provincia de Elqui",,"IMG_6833.JPG, IMG_6834.JPG",,
